mo_distname_parent,adjgnbid,name,MRBTS_Name,LNBTS_Name,mrbts_id,lnbts_id,nrdcdpr_id,carrierfreqnrcell,quantityconfigid,ssbduration,ssboffset,ssbperiodicity,ssbsubcarrierspacing
PLMN-PLMN/MRBTS-1104/LNBTS-1104,16306,BUC.Alfonso Lopez,BUC.Alcaldia,BUC.Alcaldia,1104,1104,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524749/LNBTS-524749,11647,MED.Loma de los Gonzalez,MED.Poblado,MED.Poblado,524749,524749,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1124/LNBTS-1124,16385,BUC.Gaitan,BUC.Centro-3,BUC.Centro-3,1124,1124,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525607/LNBTS-525607,11647,MED.Loma de los Gonzalez,MED.Vizcaya-1,MED.Vizcaya-1,525607,525607,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524666/LNBTS-524666,12110,MED.San Julian,MED.Pintuco,MED.Pintuco,524666,524666,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524682/LNBTS-524682,11664,MED.Transversal Inferior,MED.Transversal Inferior,MED.Transversal Inferior,524682,524682,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2892/LNBTS-2892,15268,BOG.Don Bosco P1,BOG.Don Bosco P1,BOG.Don Bosco P1,2892,2892,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524583/LNBTS-524583,12153,MED.Palms Avennue,MED.Altos de San Diego-2:H2,MED.Altos de San Diego-2:H2,524583,524583,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-407/LNBTS-407,15826,BOG.Soledad,BOG.Soledad,BOG.Soledad,407,407,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786707/LNBTS-786707,12507,BAR.Castellana,BAR.Caribe,BAR.Caribe,786707,786707,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3156/LNBTS-3156,11826,BOG.Retiro-3,BOG.Retiro-3,BOG.Retiro-3,3156,3156,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524472/LNBTS-524472,11633,MED.Esmeraldal Inter,MED.Cristo Rey,MED.Cristo Rey,524472,524472,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-414/LNBTS-414,11572,BOG.Quinta Camacho-3,BOG.Atlantis,BOG.Atlantis,414,414,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-10598/LNBTS-10598,16212,BOG.Colfecar,BOG.Colfecar,BOG.Colfecar,10598,10598,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-463/LNBTS-463,15306,BOG.Javeriana,BOG.Javeriana,BOG.Javeriana,463,463,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524649/LNBTS-524649,12153,MED.Palms Avennue,MED.Manila,MED.Manila,524649,524649,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1114/LNBTS-1114,16381,BUC.Cra 36,BUC.Cabecera-2,BUC.Cabecera-2,1114,1114,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1737/LNBTS-1737,11945,BOG.Chico Reservado,BOG.Glorieta Calle 100,BOG.Glorieta Calle 100,1737,1737,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525558/LNBTS-525558,12405,MED.La Mayoria,MED.RB Atempi,MED.RB Atempi,525558,525558,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-475/LNBTS-475,11801,BOG.Museo Chico,BOG.Museo Chico,BOG.Museo Chico,475,475,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-10153/LNBTS-10153,11654,MED.H Infantil,MED.Prado Centro,MED.Prado Centro,10153,10153,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-442/LNBTS-442,11755,BOG.Periodistas-1,BOG.Circunvalar-6,BOG.Circunvalar-6,442,442,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524679/LNBTS-524679,11669,MED.Aguacatala,MED.Santillana,MED.Santillana,524679,524679,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-7094/LNBTS-7094,11571,BOG.Quinta Camacho-2,BOG.Quinta Camacho-2,BOG.Quinta Camacho-2,7094,7094,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786659/LNBTS-786659,12534,BAR.Miramar-1,BAR.Villa Santos-2,BAR.Villa Santos-2,786659,786659,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1222/LNBTS-1222,15183,BOG.Alamos Norte,BOG.Alamos Norte,BOG.Alamos Norte,1222,1222,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-450/LNBTS-450,15252,BOG.Coca Cola,BOG.Coca Cola,BOG.Coca Cola,450,450,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524491/LNBTS-524491,12152,MED.Monterrey,MED.H.General,MED.H.General,524491,524491,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-612564/LNBTS-612564,16052,CAL.Ciudad Jardin,CAL.Ciudad Jardin,CAL.Ciudad Jardin,612564,612564,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-723/LNBTS-723,11829,BOG.Calle 90-2:H2,BOG.Dann 94,BOG.Dann 94,723,723,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-789392/LNBTS-789392,16327,CAR.Bco Popular-2,CAR.Bco Popular-2,CAR.Bco Popular-2,789392,789392,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-977/LNBTS-977,15632,BOG.San Marcos,BOG.San Marcos,BOG.San Marcos,977,977,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-10770/LNBTS-10770,16063,CAL.Jockey Club,CAL.Jockey Club,CAL.Jockey Club,10770,10770,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-782/LNBTS-782,15719,BOG.Hospital Mayor,BOG.Hospital Mayor,BOG.Hospital Mayor,782,782,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786609/LNBTS-786609,16326,CAR.Bco Popular-1,CAR.Pie del Cerro,CAR.Pie del Cerro,786609,786609,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-613599/LNBTS-613599,16174,CAL.Granada-2,CAL.Granada-2,CAL.Granada-2,613599,613599,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-789553/LNBTS-789553,12512,BAR.Ciudad Jardin,BAR.Ciudad Jardin,BAR.Ciudad Jardin,789553,789553,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1734/LNBTS-1734,11754,BOG.Calle 100,BOG.Calle 100,BOG.Calle 100,1734,1734,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524556/LNBTS-524556,11643,MED.Ciudad del Rio,MED.San Julian,MED.San Julian,524556,524556,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-612692/LNBTS-612692,16138,CAL.Bodega Cubana,CAL.Bodega Cubana,CAL.Bodega Cubana,612692,612692,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524678/LNBTS-524678,12118,MED.Cristo Rey,MED.Santa Maria de los Angeles,MED.Santa Maria de los Angeles,524678,524678,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525649/LNBTS-525649,12102,MED.Glorieta San Diego,MED.Plaza Mayor Norte,MED.Plaza Mayor Norte,525649,525649,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-527297/LNBTS-527297,11608,MED.Balsos con 34-3,MED.Guayabal,MED.Guayabal,527297,527297,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2430/LNBTS-2430,16112,BUC.CC Cabecera,BUC.Rb Niza-2,BUC.Rb Niza-2,2430,2430,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786700/LNBTS-786700,12523,BAR.Elias Chewing (P1),BAR.Calle 72,BAR.Calle 72,786700,786700,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524591/LNBTS-524591,11617,MED.Cl.Medellin,MED.Balsos con 34,MED.Balsos con 34,524591,524591,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525273/LNBTS-525273,11642,MED.CC Punto Clave,MED.CC Punto Clave,MED.CC Punto Clave,525273,525273,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3192/LNBTS-3192,16221,BOG.Galan,BOG.Carabelas,BOG.Carabelas,3192,3192,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-613331/LNBTS-613331,16044,CAL.Cam,CAL.Cam,CAL.Cam,613331,613331,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-527544/LNBTS-527544,11602,MED.Cl.Rosario Poblado,MED.Tesoro,MED.Tesoro,527544,527544,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-661/LNBTS-661,15215,BOG.Can-3,BOG.Can-3,BOG.CAN-3,661,661,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524491/LNBTS-524491,11635,MED.Altos de San Diego,MED.H.General,MED.H.General,524491,524491,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524464/LNBTS-524464,11664,MED.Transversal Inferior,MED.Cohan,MED.Cohan,524464,524464,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1137/LNBTS-1137,16385,BUC.Gaitan,BUC.Gaitan-2,BUC.Gaitan-2,1137,1137,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611957/LNBTS-611957,613421,CAL.Av Colombia,CAL.San Andresito,CAL.San Andresito,611957,611957,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786787/LNBTS-786787,12590,BAR.Villa Santos,BAR.Pa la Playa,BAR.Pa la Playa,786787,786787,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786836/LNBTS-786836,12580,BAR.Springfield:H3,BAR.Springfield-2:H1,BAR.Springfield-2:H1,786836,786836,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524614/LNBTS-524614,11662,MED.Santillana,MED.Ensenanza,MED.Ensenanza,524614,524614,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524617/LNBTS-524617,11668,MED.Zuniga,MED.Envigado Parque,MED.Envigado Parque,524617,524617,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-613287/LNBTS-613287,16138,CAL.Bodega Cubana,CAL.Los Cerros,CAL.Los Cerros,613287,613287,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524597/LNBTS-524597,12097,MED.Lleras,MED.CC Tesoro,MED.CC Tesoro,524597,524597,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3369/LNBTS-3369,16309,BUC.Biblioteca Turbay,BUC.Biblioteca Turbay,BUC.Biblioteca Turbay,3369,3369,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-4208/LNBTS-4208,16444,BUC.Serrezuela,BUC.Rb Neomundo,BUC.Rb Neomundo,4208,4208,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-484/LNBTS-484,11754,BOG.Calle 100,BOG.Pedregal-2,BOG.Pedregal-2,484,484,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2251/LNBTS-2251,11945,BOG.Chico Reservado,BOG.Calle 94-3,BOG.Calle 94-3,2251,2251,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-789566/LNBTS-789566,12521,BAR.Delicias-2,BAR.Granada,BAR.Granada,789566,789566,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524489/LNBTS-524489,12101,MED.Patio Bonito,MED.Guayabal,MED.Guayabal,524489,524489,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524472/LNBTS-524472,12091,MED.Exito Poblado,MED.Cristo Rey,MED.Cristo Rey,524472,524472,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524903/LNBTS-524903,11650,MED.Los Sauces,MED.Plaza Mayorista,MED.Plaza Mayorista,524903,524903,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524616/LNBTS-524616,12405,MED.La Mayoria,MED.Envigado Parque-2,MED.Envigado Parque-2,524616,524616,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-453/LNBTS-453,11569,BOG.Nogal,BOG.El Lago-1,BOG.El Lago-1,453,453,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524596/LNBTS-524596,11612,MED.CC Santafe:H2,MED.CC Santafe,MED.CC Santafe,524596,524596,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524683/LNBTS-524683,12083,MED.ISA,MED.Transversal Superior,MED.Transversal Superior,524683,524683,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-4050/LNBTS-4050,11762,BOG.AeropuertoPA47,BOG.AeropuertoPA47,BOG.AeropuertoPA47,4050,4050,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-8140/LNBTS-8140,11983,BOG.San Patricio-1,BOG.San Patricio-1,BOG.San Patricio-1,8140,8140,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-298/LNBTS-298,15291,BOG.Galerias-2,BOG.Galerias-2,BOG.Galerias-2,298,298,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-8957/LNBTS-8957,11555,BOG.Atlantis,BOG.Atlantis,BOG.Atlantis,8957,8957,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786848/LNBTS-786848,12584,BAR.Uniautonoma (P2),BAR.Uniautonoma (P2),BAR.Uniautonoma (P2),786848,786848,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-7674/LNBTS-7674,15837,BOG.Terminal-2,BOG.Terminal-2,BOG.Terminal-2,7674,7674,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786740/LNBTS-786740,12521,BAR.Delicias-2,BAR.Delicias,BAR.Delicias,786740,786740,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-523/LNBTS-523,15845,BOG.Universidad Catolica,BOG.Universidad Catolica,BOG.Universidad Catolica,523,523,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524464/LNBTS-524464,11665,MED.Transversal Superior,MED.Cohan,MED.Cohan,524464,524464,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524567/LNBTS-524567,12167,MED.Zoologico,MED.Tenche,MED.Tenche,524567,524567,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524630/LNBTS-524630,11651,MED.Milla de Oro,MED.Intercambio Aguacatala,MED.Intercambio Aguacatala,524630,524630,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525860/LNBTS-525860,11652,MED.Electronica B,MED.Monterrey,MED.Monterrey,525860,525860,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524679/LNBTS-524679,11651,MED.Milla de Oro,MED.Santillana,MED.Santillana,524679,524679,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2234/LNBTS-2234,16110,BUC.Balcones de Provenza,BUC.Rb Provenza,BUC.Rb Provenza,2234,2234,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524567/LNBTS-524567,12405,MED.La Mayoria,MED.Tenche,MED.Tenche,524567,524567,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-8684/LNBTS-8684,11811,BOG.Plaza Bolivar,BOG.Casa Narino,BOG.Casa Narino,8684,8684,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3405/LNBTS-3405,16250,BOG.Ponderosa,BOG.Rb Talavera,BOG.Rb Talavera,3405,3405,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-264/LNBTS-264,11995,BOG.Parque 93-3,BOG.Centro 93,BOG.Centro 93,264,264,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1111/LNBTS-1111,16116,BUC.Parque Bolivar,BUC.Bolarqui,BUC.Bolarqui,1111,1111,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-787702/LNBTS-787702,16326,CAR.Bco Popular-1,CAR.Torices,CAR.Torices,787702,787702,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524592/LNBTS-524592,12095,MED.La Casona,MED.Barrio Las Flores,MED.Barrio Las Flores,524592,524592,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-526476/LNBTS-526476,11658,MED.Pintuco,MED.IND CC Premium:H2,MED.IND CC Premium:H2,526476,526476,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524425/LNBTS-524425,11639,MED.Altos de San Diego-2:H2,MED.Alpujarra,MED.Alpujarra,524425,524425,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525256/LNBTS-525256,11653,MED.Exito San Antonio,MED.Ciudad del Rio,MED.Ciudad del Rio,525256,525256,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-701/LNBTS-701,15674,BOG.Bochica,BOG.Ciudadela Colsubsidio-2,BOG.Ciudadela Colsubsidio-2,701,701,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1166/LNBTS-1166,16113,BUC.Chicamocha,BUC.San Pio,BUC.San Pio,1166,1166,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525438/LNBTS-525438,11667,MED.Universidad Envigado,MED.Escobero Bajo,MED.Escobero Bajo,525438,525438,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524540/LNBTS-524540,11653,MED.Exito San Antonio,MED.Plaza Mayor,MED.Plaza Mayor,524540,524540,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524891/LNBTS-524891,11656,MED.Manila,MED.Palms Avennue,MED.Palms Avennue,524891,524891,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524551/LNBTS-524551,12112,MED.Alpujarra,MED.San Antonio,MED.San Antonio,524551,524551,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524602/LNBTS-524602,11665,MED.Transversal Superior,MED.Club Campestre,MED.Club Campestre,524602,524602,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524489/LNBTS-524489,11608,MED.Balsos con 34-3,MED.Guayabal,MED.Guayabal,524489,524489,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525452/LNBTS-525452,11602,MED.Cl.Rosario Poblado,MED.Cl.Rosario Poblado:H2,MED.Cl.Rosario Poblado:H2,525452,525452,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1178/LNBTS-1178,16440,BUC.San Francisco,BUC.Universidad,BUC.Universidad,1178,1178,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1159/LNBTS-1159,16121,BUC.Real de Minas,BUC.Porvenir,BUC.Porvenir,1159,1159,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524558/LNBTS-524558,12160,MED.Santa Fe,MED.Santa Fe,MED.Santa Fe,524558,524558,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525223/LNBTS-525223,12090,MED.Piazzabella,MED.Piazzabella,MED.Piazzabella,525223,525223,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524654/LNBTS-524654,11656,MED.Manila,MED.Megacenter,MED.Megacenter,524654,524654,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786834/LNBTS-786834,12528,BAR.Gran Centro-2,BAR.Sorrento,BAR.Sorrento,786834,786834,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525025/LNBTS-525025,11623,MED.El Portal,MED.El Portal,MED.El Portal,525025,525025,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524617/LNBTS-524617,12405,MED.La Mayoria,MED.Envigado Parque,MED.Envigado Parque,524617,524617,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-489/LNBTS-489,11773,BOG.Cabrera-1,BOG.Refugio,BOG.Refugio,489,489,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611979/LNBTS-611979,16073,CAL.Piloto,CAL.Tecnocentro,CAL.Tecnocentro,611979,611979,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786505/LNBTS-786505,12574,BAR.Riomar-2 H3,BAR.Buenavista-2 (P2),BAR.Buenavista-2 (P2),786505,786505,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524552/LNBTS-524552,12146,MED.IND CC Premium:H2,MED.San Diego,MED.San Diego,524552,524552,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611848/LNBTS-611848,16033,CAL.Comfandi,CAL.Comfandi,CAL.Comfandi,611848,611848,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-613573/LNBTS-613573,16271,CAL.RB CC Unicentro,CAL.RB CC Unicentro,CAL.Rb CC Unicentro,613573,613573,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-526740/LNBTS-526740,12153,MED.Palms Avennue,MED.Castropol,MED.Castropol,526740,526740,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3823/LNBTS-3823,15258,BOG.Compensar 94-2,BOG.Compensar 94-2,BOG.Compensar 94-2,3823,3823,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3198/LNBTS-3198,11784,BOG.Capitolio,BOG.Rb Los Laches,BOG.Rb Los Laches,3198,3198,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525153/LNBTS-525153,12415,MED.RB Loma del Escobero,MED.City Plaza,MED.City Plaza,525153,525153,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-708/LNBTS-708,16298,BOG.Trinidad,BOG.Colon,BOG.Colon,708,708,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-505/LNBTS-505,15636,BOG.Santa Bibiana-2,BOG.Santa Bibiana-2,BOG.Santa Bibiana-2,505,505,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-610/LNBTS-610,11770,BOG.Bellavista,BOG.Bellavista,BOG.Bellavista,610,610,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-357/LNBTS-357,15205,BOG.Bulevar Niza,BOG.Bulevar Niza,BOG.Bulevar Niza,357,357,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524663/LNBTS-524663,12163,MED.Tabaco,MED.Patio Bonito,MED.Patio Bonito,524663,524663,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-482/LNBTS-482,11760,BOG.AC Nielsen-2,BOG.Patria:H2,BOG.Patria:H2,482,482,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-569/LNBTS-569,15180,BOG.Acapulco,BOG.Acapulco,BOG.Acapulco,569,569,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-885/LNBTS-885,15370,BOG.Normandia-1,BOG.Normandia-1,BOG.Normandia-1,885,885,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786788/LNBTS-786788,12538,BAR.Pa la Playa (P1),BAR.Pa la Playa (P1),BAR.Pa la Playa (P1),786788,786788,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-526587/LNBTS-526587,11655,MED.Jardin Botanico,MED.Transito,MED.Transito,526587,526587,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786755/LNBTS-786755,12521,BAR.Delicias-2,BAR.Granada,BAR.Granada,786755,786755,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-6938/LNBTS-6938,15237,BOG.Centro Metropolis,BOG.Centro Metropolis,BOG.Centro Metropolis,6938,6938,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524464/LNBTS-524464,11641,MED.Castropol,MED.Cohan,MED.Cohan,524464,524464,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1162/LNBTS-1162,16121,BUC.Real de Minas,BUC.Puerta del Sol-1,BUC.Puerta del Sol-1,1162,1162,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3252/LNBTS-3252,11945,BOG.Chico Reservado,BOG.Barraquer,BOG.Barraquer,3252,3252,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524627/LNBTS-524627,11659,MED.Vizcaya-1,MED.Hotel Dann,MED.Hotel Dann,524627,524627,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525054/LNBTS-525054,11644,MED.La Magnolia,MED.Cl Manuel Uribe,MED.Cl Manuel Uribe,525054,525054,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524506/LNBTS-524506,11659,MED.Vizcaya-1,MED.La FLA,MED.La FLA,524506,524506,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-284/LNBTS-284,11778,BOG.Calle 6,BOG.Calle 6,BOG.Calle 6,284,284,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786780/LNBTS-786780,12591,BAR.Villa Santos-2,BAR.Miramar-1,BAR.Miramar-1,786780,786780,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-8966/LNBTS-8966,11995,BOG.Parque 93-3,BOG.Parque 93-3,BOG.Parque 93-3,8966,8966,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-872/LNBTS-872,11831,BOG.Senado-1,BOG.Modelo Sur-2,BOG.Modelo Sur-2,872,872,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611957/LNBTS-611957,613420,CAL.Altos de Juanambu,CAL.San Andresito,CAL.San Andresito,611957,611957,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611984/LNBTS-611984,16037,CAL.Aguacatal,CAL.Terron Colorado,CAL.Terron Colorado,611984,611984,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524894/LNBTS-524894,12152,MED.Monterrey,MED.Ciudad del Rio,MED.Ciudad del Rio,524894,524894,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1177/LNBTS-1177,16123,BUC.Sotomayor,BUC.Exito,BUC.Exito,1177,1177,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611910/LNBTS-611910,16067,CAL.Libertadores,CAL.Los Cerros,CAL.Los Cerros,611910,611910,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524614/LNBTS-524614,11611,MED.CC Santafe:H1,MED.Ensenanza,MED.Ensenanza,524614,524614,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1123/LNBTS-1123,16375,BUC.Centro,BUC.Centro-2,BUC.Centro-2,1123,1123,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524596/LNBTS-524596,11607,MED.Balsos con 34,MED.CC Santafe,MED.CC Santafe,524596,524596,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786505/LNBTS-786505,12530,BAR.Hilton Garden (P2),BAR.Buenavista-2 (P2),BAR.Buenavista-2 (P2),786505,786505,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524583/LNBTS-524583,11658,MED.Pintuco,MED.Altos de San Diego-2:H2,MED.Altos de San Diego-2:H2,524583,524583,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-789042/LNBTS-789042,12530,BAR.Hilton Garden (P2),BAR.Palmas del Rio,BAR.Palmas del Rio,789042,789042,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-787696/LNBTS-787696,16326,CAR.Bco Popular-1,CAR.C Amurallado,CAR.C Amurallado,787696,787696,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1168/LNBTS-1168,16243,BUC.Exito,BUC.Sotomayor,BUC.Sotomayor,1168,1168,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-986/LNBTS-986,11792,BOG.Santa Barbara-2,BOG.Santa Barbara-2,BOG.Santa Barbara-2,986,986,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-526429/LNBTS-526429,11631,MED.Esmeraldal Flores,MED.Esmeraldal Flores,MED.Esmeraldal Flores,526429,526429,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-920/LNBTS-920,15654,BOG.Zarzamora,BOG.Pinar,BOG.Pinar,920,920,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-14496/LNBTS-14496,12597,BAR.Zoologico,BAR.Porsche (P1),BAR.Porsche (P1),14496,14496,0,622656,0,1,0,2,30
